"yearsBP","annual65N","annualGlobal","globalCosWeighted","Title","Source","yearsElapsed"
401800,211.34,290.22,340.728,"","",4599598200
401700,211.2,290.2,340.729,"","",4599598300
401600,211.07,290.18,340.731,"","",4599598400
401500,210.93,290.16,340.732,"","",4599598500
401400,210.79,290.14,340.734,"","",4599598600
401300,210.65,290.12,340.735,"","",4599598700
401200,210.52,290.1,340.737,"","",4599598800
401100,210.38,290.08,340.738,"","",4599598900
401000,210.24,290.06,340.74,"","",4599599000
400900,210.11,290.04,340.741,"","",4599599100
400800,210.02,290.03,340.742,"","",4599599200
400700,209.94,290.01,340.744,"","",4599599300
400600,209.86,290,340.745,"","",4599599400
400500,209.77,289.98,340.746,"","",4599599500
400400,209.69,289.96,340.747,"","",4599599600
400300,209.61,289.95,340.748,"","",4599599700
400200,209.53,289.93,340.749,"","",4599599800
400100,209.44,289.92,340.751,"","",4599599900
400000,209.36,289.9,340.752,"","",4599600000
399900,209.28,289.88,340.753,"","",4599600100
399800,209.24,289.87,340.752,"","",4599600200
399700,209.2,289.85,340.75,"","",4599600300
399600,209.16,289.83,340.749,"","",4599600400
399500,209.12,289.82,340.748,"","",4599600500
399400,209.08,289.8,340.747,"","",4599600600
399300,209.04,289.78,340.746,"","",4599600700
399200,209,289.77,340.744,"","",4599600800
399100,208.96,289.75,340.743,"","",4599600900
399000,208.91,289.73,340.742,"","",4599601000
398900,208.87,289.72,340.741,"","",4599601100
398800,208.88,289.7,340.74,"","",4599601200
398700,208.88,289.69,340.739,"","",4599601300
398600,208.88,289.68,340.738,"","",4599601400
398500,208.88,289.66,340.738,"","",4599601500
398400,208.88,289.65,340.737,"","",4599601600
398300,208.89,289.64,340.736,"","",4599601700
398200,208.89,289.63,340.735,"","",4599601800
398100,208.89,289.61,340.734,"","",4599601900
398000,208.89,289.6,340.734,"","",4599602000
397900,208.89,289.59,340.733,"","",4599602100
397800,208.95,289.58,340.73,"","",4599602200
397700,209,289.57,340.726,"","",4599602300
397600,209.06,289.56,340.723,"","",4599602400
397500,209.11,289.55,340.72,"","",4599602500
397400,209.17,289.54,340.717,"","",4599602600
397300,209.22,289.53,340.713,"","",4599602700
397200,209.28,289.52,340.71,"","",4599602800
397100,209.33,289.5,340.707,"","",4599602900
397000,209.39,289.49,340.704,"","",4599603000
396900,209.44,289.48,340.7,"","",4599603100
396800,209.52,289.48,340.702,"","",4599603200
396700,209.61,289.47,340.703,"","",4599603300
396600,209.69,289.47,340.704,"","",4599603400
396500,209.77,289.46,340.705,"","",4599603500
396400,209.85,289.46,340.707,"","",4599603600
396300,209.94,289.45,340.708,"","",4599603700
396200,210.02,289.45,340.709,"","",4599603800
396100,210.1,289.44,340.71,"","",4599603900
396000,210.18,289.43,340.711,"","",4599604000
395900,210.27,289.43,340.713,"","",4599604100
395800,210.39,289.43,340.713,"","",4599604200
395700,210.51,289.43,340.714,"","",4599604300
395600,210.62,289.43,340.714,"","",4599604400
395500,210.74,289.43,340.715,"","",4599604500
395400,210.86,289.43,340.715,"","",4599604600
395300,210.98,289.42,340.716,"","",4599604700
395200,211.1,289.42,340.716,"","",4599604800
395100,211.22,289.42,340.717,"","",4599604900
395000,211.34,289.42,340.717,"","",4599605000
394900,211.46,289.42,340.718,"","",4599605100
394800,211.59,289.42,340.716,"","",4599605200
394700,211.72,289.42,340.715,"","",4599605300
394600,211.84,289.42,340.714,"","",4599605400
394500,211.97,289.42,340.712,"","",4599605500
394400,212.1,289.42,340.711,"","",4599605600
394300,212.23,289.42,340.71,"","",4599605700
394200,212.36,289.42,340.709,"","",4599605800
394100,212.49,289.42,340.707,"","",4599605900
394000,212.62,289.42,340.706,"","",4599606000
393900,212.75,289.42,340.705,"","",4599606100
393800,212.89,289.43,340.702,"","",4599606200
393700,213.03,289.43,340.7,"","",4599606300
393600,213.17,289.43,340.698,"","",4599606400
393500,213.31,289.44,340.696,"","",4599606500
393400,213.45,289.44,340.694,"","",4599606600
393300,213.58,289.44,340.691,"","",4599606700
393200,213.72,289.45,340.689,"","",4599606800
393100,213.86,289.45,340.687,"","",4599606900
393000,214,289.45,340.685,"","",4599607000
392900,214.14,289.46,340.683,"","",4599607100
392800,214.26,289.47,340.681,"","",4599607200
392700,214.39,289.47,340.68,"","",4599607300
392600,214.51,289.48,340.679,"","",4599607400
392500,214.63,289.49,340.678,"","",4599607500
392400,214.76,289.5,340.677,"","",4599607600
392300,214.88,289.51,340.676,"","",4599607700
392200,215,289.51,340.675,"","",4599607800
392100,215.13,289.52,340.674,"","",4599607900
392000,215.25,289.53,340.673,"","",4599608000
391900,215.37,289.54,340.671,"","",4599608100
391800,215.48,289.55,340.672,"","",4599608200
391700,215.59,289.56,340.672,"","",4599608300
391600,215.69,289.57,340.673,"","",4599608400
391500,215.8,289.58,340.673,"","",4599608500
391400,215.91,289.6,340.673,"","",4599608600
391300,216.01,289.61,340.674,"","",4599608700
391200,216.12,289.62,340.674,"","",4599608800
391100,216.23,289.63,340.675,"","",4599608900
391000,216.33,289.64,340.675,"","",4599609000
390900,216.44,289.65,340.676,"","",4599609100
390800,216.52,289.67,340.672,"","",4599609200
390700,216.59,289.68,340.669,"","",4599609300
390600,216.67,289.69,340.665,"","",4599609400
390500,216.74,289.7,340.662,"","",4599609500
390400,216.82,289.72,340.659,"","",4599609600
390300,216.89,289.73,340.655,"","",4599609700
390200,216.96,289.74,340.652,"","",4599609800
390100,217.04,289.76,340.649,"","",4599609900
390000,217.11,289.77,340.645,"","",4599610000
389900,217.19,289.78,340.642,"","",4599610100
389800,217.24,289.8,340.643,"","",4599610200
389700,217.29,289.81,340.644,"","",4599610300
389600,217.35,289.83,340.645,"","",4599610400
389500,217.4,289.85,340.645,"","",4599610500
389400,217.45,289.86,340.646,"","",4599610600
389300,217.5,289.88,340.647,"","",4599610700
389200,217.56,289.9,340.648,"","",4599610800
389100,217.61,289.91,340.649,"","",4599610900
389000,217.66,289.93,340.65,"","",4599611000
388900,217.71,289.95,340.651,"","",4599611100
388800,217.73,289.97,340.65,"","",4599611200
388700,217.74,289.99,340.65,"","",4599611300
388600,217.75,290.01,340.649,"","",4599611400
388500,217.76,290.03,340.648,"","",4599611500
388400,217.77,290.04,340.648,"","",4599611600
388300,217.79,290.06,340.647,"","",4599611700
388200,217.8,290.08,340.646,"","",4599611800
388100,217.81,290.1,340.645,"","",4599611900
388000,217.82,290.12,340.645,"","",4599612000
387900,217.83,290.14,340.644,"","",4599612100
387800,217.82,290.16,340.643,"","",4599612200
387700,217.8,290.18,340.643,"","",4599612300
387600,217.78,290.2,340.642,"","",4599612400
387500,217.76,290.22,340.641,"","",4599612500
387400,217.74,290.24,340.64,"","",4599612600
387300,217.73,290.26,340.639,"","",4599612700
387200,217.71,290.29,340.639,"","",4599612800
387100,217.69,290.31,340.638,"","",4599612900
387000,217.67,290.33,340.637,"","",4599613000
386900,217.65,290.35,340.636,"","",4599613100
386800,217.62,290.37,340.633,"","",4599613200
386700,217.58,290.39,340.629,"","",4599613300
386600,217.54,290.41,340.625,"","",4599613400
386500,217.51,290.43,340.621,"","",4599613500
386400,217.47,290.45,340.618,"","",4599613600
386300,217.43,290.47,340.614,"","",4599613700
386200,217.4,290.49,340.61,"","",4599613800
386100,217.36,290.51,340.607,"","",4599613900
386000,217.33,290.53,340.603,"","",4599614000
385900,217.29,290.55,340.599,"","",4599614100
385800,217.23,290.57,340.601,"","",4599614200
385700,217.18,290.6,340.603,"","",4599614300
385600,217.13,290.62,340.605,"","",4599614400
385500,217.07,290.65,340.607,"","",4599614500
385400,217.02,290.67,340.609,"","",4599614600
385300,216.96,290.7,340.611,"","",4599614700
385200,216.91,290.72,340.612,"","",4599614800
385100,216.85,290.74,340.614,"","",4599614900
385000,216.8,290.77,340.616,"","",4599615000
384900,216.74,290.79,340.618,"","",4599615100
384800,216.69,290.82,340.616,"","",4599615200
384700,216.63,290.84,340.613,"","",4599615300
384600,216.57,290.86,340.611,"","",4599615400
384500,216.52,290.88,340.608,"","",4599615500
384400,216.46,290.91,340.606,"","",4599615600
384300,216.41,290.93,340.603,"","",4599615700
384200,216.35,290.95,340.601,"","",4599615800
384100,216.29,290.97,340.598,"","",4599615900
384000,216.24,291,340.596,"","",4599616000
383900,216.18,291.02,340.593,"","",4599616100
383800,216.12,291.04,340.592,"","",4599616200
383700,216.07,291.06,340.591,"","",4599616300
383600,216.02,291.09,340.59,"","",4599616400
383500,215.96,291.11,340.589,"","",4599616500
383400,215.91,291.14,340.588,"","",4599616600
383300,215.85,291.16,340.587,"","",4599616700
383200,215.8,291.18,340.586,"","",4599616800
383100,215.74,291.21,340.585,"","",4599616900
383000,215.69,291.23,340.583,"","",4599617000
382900,215.63,291.25,340.582,"","",4599617100
382800,215.6,291.28,340.581,"","",4599617200
382700,215.56,291.3,340.58,"","",4599617300
382600,215.52,291.32,340.58,"","",4599617400
382500,215.48,291.35,340.579,"","",4599617500
382400,215.44,291.37,340.578,"","",4599617600
382300,215.4,291.39,340.577,"","",4599617700
382200,215.37,291.41,340.576,"","",4599617800
382100,215.33,291.44,340.575,"","",4599617900
382000,215.29,291.46,340.574,"","",4599618000
381900,215.25,291.48,340.573,"","",4599618100
381800,215.23,291.51,340.572,"","",4599618200
381700,215.21,291.53,340.57,"","",4599618300
381600,215.2,291.55,340.569,"","",4599618400
381500,215.18,291.57,340.567,"","",4599618500
381400,215.16,291.59,340.566,"","",4599618600
381300,215.14,291.62,340.564,"","",4599618700
381200,215.12,291.64,340.563,"","",4599618800
381100,215.11,291.66,340.561,"","",4599618900
381000,215.09,291.68,340.56,"","",4599619000
380900,215.07,291.71,340.558,"","",4599619100
380800,215.08,291.73,340.558,"","",4599619200
380700,215.08,291.75,340.557,"","",4599619300
380600,215.09,291.77,340.557,"","",4599619400
380500,215.09,291.79,340.556,"","",4599619500
380400,215.1,291.81,340.556,"","",4599619600
380300,215.11,291.83,340.555,"","",4599619700
380200,215.11,291.85,340.555,"","",4599619800
380100,215.12,291.87,340.554,"","",4599619900
380000,215.12,291.89,340.554,"","",4599620000
379900,215.13,291.91,340.553,"","",4599620100
379800,215.16,291.93,340.549,"","",4599620200
379700,215.19,291.95,340.545,"","",4599620300
379600,215.21,291.96,340.542,"","",4599620400
379500,215.24,291.98,340.538,"","",4599620500
379400,215.27,291.99,340.534,"","",4599620600
379300,215.3,292.01,340.53,"","",4599620700
379200,215.33,292.03,340.527,"","",4599620800
379100,215.36,292.04,340.523,"","",4599620900
379000,215.38,292.06,340.519,"","",4599621000
378900,215.41,292.08,340.515,"","",4599621100
378800,215.48,292.1,340.515,"","",4599621200
378700,215.54,292.11,340.516,"","",4599621300
378600,215.6,292.13,340.516,"","",4599621400
378500,215.66,292.15,340.516,"","",4599621500
378400,215.73,292.17,340.516,"","",4599621600
378300,215.79,292.18,340.516,"","",4599621700
378200,215.85,292.2,340.516,"","",4599621800
378100,215.91,292.22,340.516,"","",4599621900
378000,215.98,292.24,340.517,"","",4599622000
377900,216.04,292.25,340.517,"","",4599622100
377800,216.11,292.27,340.516,"","",4599622200
377700,216.19,292.28,340.516,"","",4599622300
377600,216.27,292.3,340.516,"","",4599622400
377500,216.34,292.31,340.516,"","",4599622500
377400,216.42,292.33,340.516,"","",4599622600
377300,216.5,292.35,340.515,"","",4599622700
377200,216.57,292.36,340.515,"","",4599622800
377100,216.65,292.38,340.515,"","",4599622900
377000,216.73,292.39,340.515,"","",4599623000
376900,216.81,292.41,340.514,"","",4599623100
376800,216.89,292.42,340.512,"","",4599623200
376700,216.97,292.43,340.509,"","",4599623300
376600,217.06,292.44,340.506,"","",4599623400
376500,217.14,292.44,340.503,"","",4599623500
376400,217.23,292.45,340.5,"","",4599623600
376300,217.31,292.46,340.497,"","",4599623700
376200,217.4,292.47,340.494,"","",4599623800
376100,217.48,292.48,340.491,"","",4599623900
376000,217.57,292.49,340.488,"","",4599624000
375900,217.65,292.5,340.486,"","",4599624100
375800,217.75,292.51,340.488,"","",4599624200
375700,217.84,292.52,340.49,"","",4599624300
375600,217.94,292.54,340.492,"","",4599624400
375500,218.03,292.55,340.494,"","",4599624500
375400,218.13,292.56,340.497,"","",4599624600
375300,218.22,292.57,340.499,"","",4599624700
375200,218.32,292.58,340.501,"","",4599624800
375100,218.41,292.59,340.503,"","",4599624900
375000,218.51,292.6,340.506,"","",4599625000
374900,218.6,292.61,340.508,"","",4599625100
374800,218.68,292.62,340.506,"","",4599625200
374700,218.76,292.62,340.505,"","",4599625300
374600,218.84,292.63,340.503,"","",4599625400
374500,218.92,292.63,340.502,"","",4599625500
374400,219,292.63,340.5,"","",4599625600
374300,219.09,292.64,340.498,"","",4599625700
374200,219.17,292.64,340.497,"","",4599625800
374100,219.25,292.64,340.495,"","",4599625900
374000,219.33,292.65,340.494,"","",4599626000
373900,219.41,292.65,340.492,"","",4599626100
373800,219.48,292.65,340.491,"","",4599626200
373700,219.55,292.65,340.489,"","",4599626300
373600,219.62,292.66,340.488,"","",4599626400
373500,219.69,292.66,340.486,"","",4599626500
373400,219.76,292.66,340.484,"","",4599626600
373300,219.83,292.66,340.483,"","",4599626700
373200,219.9,292.66,340.481,"","",4599626800
373100,219.97,292.67,340.48,"","",4599626900
373000,220.04,292.67,340.478,"","",4599627000
372900,220.11,292.67,340.477,"","",4599627100
372800,220.16,292.67,340.475,"","",4599627200
372700,220.21,292.67,340.473,"","",4599627300
372600,220.25,292.66,340.471,"","",4599627400
372500,220.3,292.66,340.469,"","",4599627500
372400,220.35,292.66,340.468,"","",4599627600
372300,220.39,292.66,340.466,"","",4599627700
372200,220.44,292.65,340.464,"","",4599627800
372100,220.49,292.65,340.462,"","",4599627900
372000,220.53,292.65,340.46,"","",4599628000
371900,220.58,292.65,340.459,"","",4599628100
371800,220.58,292.64,340.459,"","",4599628200
371700,220.59,292.64,340.459,"","",4599628300
371600,220.6,292.63,340.46,"","",4599628400
371500,220.6,292.63,340.46,"","",4599628500
371400,220.61,292.62,340.461,"","",4599628600
371300,220.61,292.62,340.461,"","",4599628700
371200,220.62,292.61,340.461,"","",4599628800
371100,220.63,292.6,340.462,"","",4599628900
371000,220.63,292.6,340.462,"","",4599629000
370900,220.64,292.59,340.463,"","",4599629100
370800,220.63,292.58,340.463,"","",4599629200
370700,220.62,292.58,340.463,"","",4599629300
370600,220.61,292.57,340.463,"","",4599629400
370500,220.61,292.56,340.463,"","",4599629500
370400,220.6,292.55,340.463,"","",4599629600
370300,220.59,292.54,340.463,"","",4599629700
370200,220.58,292.53,340.463,"","",4599629800
370100,220.57,292.52,340.463,"","",4599629900
370000,220.57,292.51,340.463,"","",4599630000
369900,220.56,292.5,340.463,"","",4599630100
369800,220.51,292.49,340.461,"","",4599630200
369700,220.47,292.48,340.46,"","",4599630300
369600,220.42,292.46,340.458,"","",4599630400
369500,220.37,292.45,340.457,"","",4599630500
369400,220.33,292.44,340.456,"","",4599630600
369300,220.28,292.42,340.454,"","",4599630700
369200,220.23,292.41,340.453,"","",4599630800
369100,220.19,292.4,340.451,"","",4599630900
369000,220.14,292.38,340.45,"","",4599631000
368900,220.09,292.37,340.448,"","",4599631100
368800,220.03,292.35,340.448,"","",4599631200
368700,219.97,292.34,340.448,"","",4599631300
368600,219.9,292.32,340.447,"","",4599631400
368500,219.84,292.31,340.447,"","",4599631500
368400,219.77,292.29,340.446,"","",4599631600
368300,219.71,292.28,340.446,"","",4599631700
368200,219.64,292.26,340.445,"","",4599631800
368100,219.58,292.24,340.445,"","",4599631900
368000,219.51,292.23,340.445,"","",4599632000
367900,219.45,292.21,340.444,"","",4599632100
367800,219.36,292.19,340.447,"","",4599632200
367700,219.27,292.18,340.449,"","",4599632300
367600,219.19,292.16,340.452,"","",4599632400
367500,219.1,292.15,340.455,"","",4599632500
367400,219.01,292.13,340.457,"","",4599632600
367300,218.93,292.11,340.46,"","",4599632700
367200,218.84,292.1,340.462,"","",4599632800
367100,218.75,292.08,340.465,"","",4599632900
367000,218.67,292.06,340.468,"","",4599633000
366900,218.58,292.05,340.47,"","",4599633100
366800,218.48,292.02,340.469,"","",4599633200
366700,218.38,292,340.469,"","",4599633300
366600,218.28,291.98,340.468,"","",4599633400
366500,218.19,291.96,340.467,"","",4599633500
366400,218.09,291.94,340.466,"","",4599633600
366300,217.99,291.91,340.465,"","",4599633700
366200,217.89,291.89,340.464,"","",4599633800
366100,217.79,291.87,340.464,"","",4599633900
366000,217.69,291.85,340.463,"","",4599634000
365900,217.59,291.82,340.462,"","",4599634100
365800,217.49,291.8,340.461,"","",4599634200
365700,217.39,291.78,340.46,"","",4599634300
365600,217.29,291.75,340.458,"","",4599634400
365500,217.19,291.73,340.457,"","",4599634500
365400,217.09,291.7,340.456,"","",4599634600
365300,216.99,291.68,340.455,"","",4599634700
365200,216.89,291.66,340.454,"","",4599634800
365100,216.78,291.63,340.453,"","",4599634900
365000,216.68,291.61,340.452,"","",4599635000
364900,216.58,291.58,340.45,"","",4599635100
364800,216.49,291.56,340.451,"","",4599635200
364700,216.4,291.53,340.452,"","",4599635300
364600,216.3,291.51,340.452,"","",4599635400
364500,216.21,291.48,340.453,"","",4599635500
364400,216.12,291.46,340.454,"","",4599635600
364300,216.03,291.43,340.455,"","",4599635700
364200,215.93,291.41,340.455,"","",4599635800
364100,215.84,291.39,340.456,"","",4599635900
